LNG,LAT,ROUTES,STOPNAME,DIR,AMENITIES,DISTANCE_FROM_STREET,DISTRICT,CITY,POSTAL,COUNTY,TEAMBOUNDARY,CORNER,ON_STREET,AT_STREET,STOPNAME_BSID
-105.0819,39.853539,76,Wadsworth Blvd & W 87th Dr,S,B,20,J,Arvada,80005,Jefferson,North,NW,Wadsworth Blvd,W 87th Dr,Wadsworth Blvd & W 87th Dr (Stop No. 17014)
-105.157935,40.000078,225,8400 Block Baseline Rd,E,,2500,O,Boulder,80303,Boulder,North,,Baseline Rd,Ord Dr,8400 Block Baseline Rd (Stop No. 22833)
-105.129618,40.000334,225,Baseline Rd & Rendezvous Dr,W,,50,O,Lafayette,80026,Boulder,North,NW,Baseline Rd,Rendezvous Dr,Baseline Rd & Rendezvous Dr (Stop No. 22842)
-105.046789,39.68946,14,W Florida Ave & S Winona Way,E,,75,D,Denver,80219,Denver,West,SE,W Florida Av,S Winona Wy,W Florida Ave & S Winona Way (Stop No. 13954)
-105.081519,39.67404,"76, 87L",S Wadsworth Blvd & Morrison Rd,S,B,250,M,Lakewood,80227,Jefferson,West,SW,S Wadsworth Blvd,Morrison Rd,S Wadsworth Blvd & Morrison Rd (Stop No. 17085)
-105.099778,39.682068,21,W Jewell Ave & S Garrison St,E,13,75,M,Lakewood,80227,Jefferson,West,SE,W Jewell Av,S Garrison St,W Jewell Ave & S Garrison St (Stop No. 14667)
-105.105291,39.682044,"99, 21",W Jewell Ave & S Independence Ct,E,B,80,M,Lakewood,80227,Jefferson,West,SE,W Jewell Av,S Independence Ct,W Jewell Ave & S Independence Ct (Stop No. 14671)
-105.016386,39.60214,67,S Prince St & W Caley Ave,S,,90,H,Littleton,80120,Arapahoe,West,SW,S Prince St,W Caley Av,S Prince St & W Caley Ave (Stop No. 16080)
-105.0160954,39.61101072,66,S Prince St & W Church Ave Gate E,N,,270,H,Littleton,80120,Arapahoe,West,NE,S Prince St,W Church Av,S Prince St & W Church Ave Gate E (Stop No. 16081)
-104.9595042,39.63513732,24,S University Blvd & Cherryridge Rd,N,,200,H,Cherry Hills Village,80113,Arapahoe,West,SW,SUniversity Blvd,Cherryridge Rd,S University Blvd & Cherryridge Rd (Stop No. 22298)
-105.147846,39.702559,GMFX,W Ohio Ave & S Alkire St {1304},S,,50,M,Lakewood,80228,Jefferson,West,SW,W Ohio Av,S Alkire St,W Ohio Ave & S Alkire St {1304} (Stop No. 20518)
-105.081699,39.723526,"76, 87L",Wadsworth Blvd & W 5th Ave,S,"B, 13",90,M,Lakewood,80226,Jefferson,West,SW,Wadsworth Blvd,W 5th Av,Wadsworth Blvd & W 5th Ave (Stop No. 16985)
-105.0945158,39.66767504,30L,W Yale Ave & S Estes St,E,13,115,M,Lakewood,80227,Jefferson,West,SE,W Yale Av,S Estes St,W Yale Ave & S Estes St (Stop No. 18430)
-104.977998,39.859833,"93L, 12",Washington St & Russell Blvd {1203},S,18,120,K,Thornton,80229,Adams,North,SW,Washington St,Russell Blvd,Washington St & Russell Blvd {1203} (Stop No. 17227)
-105.078493,39.66474,"30L, 30",S Webster St & W Bates Ave,S,B,10,D,Denver,80227,Denver,West,SW,S Webster St,W Bates Av,S Webster St & W Bates Ave (Stop No. 17232)
-105.240469,39.988768,204,Moorhead Ave & Hamilton Ct,SE,,105,O,Boulder,80305,Boulder,North,S,Moorhead Av,Hamilton Ct,Moorhead Ave & Hamilton Ct (Stop No. 15624)
-105.2535612,39.99652214,204,Moorhead Ave & Martin Dr,NW,,30,O,Boulder,80305,Boulder,North,NW,Moorhead Av,Martin Dr,Moorhead Ave & Martin Dr (Stop No. 15626)
-104.931017,39.652953,"40, 35",Hampden Ave & S Dahlia St,E,B,65,A,Denver,80237,Denver,East,SE,E Hampden Av,S Dahlia St,Hampden Ave & S Dahlia St (Stop No. 14138)
-105.282119,40.133829,Y,US 36 & Lefthand Canyon Rd,N,,50,O,Longmont,80503,Boulder,North,NE,Us Hwy 36,Lefthand Canyon Dr,US 36 & Lefthand Canyon Rd (Stop No. 20109)
-105.252154,39.971531,206,Gillaspie Dr & Julliard St,N,,90,O,Boulder,80305,Boulder,North,NE,Gillaspie Dr,Julliard St,Gillaspie Dr & Julliard St (Stop No. 14090)
-104.890871,39.75489,105,Central Park Blvd & 26th Ave,S,"B, P, TT, 11, PW",50,B,Denver,80238,Denver,East,NW,Central Park Blvd,E 26th Ave,Central Park Blvd & 26th Ave (Stop No. 25597)
-104.987481,39.67153,0,S Broadway & Harvard Ave,N,B,75,D,Denver,80210,Denver,East,NE,S Broadway,E Harvard Av,S Broadway & Harvard Ave (Stop No. 12532)
-104.877556,39.70162,3,S Alton Way & S Clinton St,W,B,325,E,Denver,80247,Denver,East,NW,S Alton Wy,S Clinton St,S Alton Way & S Clinton St (Stop No. 12190)
-104.8467441,39.75884959,121,Peoria St & 30th Ave,N,B,75,B,Aurora,80011,Adams,East,SE,Peoria St,E 30th Av,Peoria St & 30th Ave (Stop No. 10816)
-105.050425,39.718269,1,W 1st Ave & Yates St,W,P,40,C,Denver,80219,Denver,West,NE,W 1st Av,Yates St,W 1st Ave & Yates St (Stop No. 10493)
-105.1024034,40.16755117,324,Main St & 5th Ave {1103},N,,35,I,Longmont,80501,Boulder,North,NE,Main St,5th Av,Main St & 5th Ave {1103} (Stop No. 15154)
-104.996761,39.867246,8,Huron St & Croke Dr {1110},S,13,65,J,Thornton,80260,Adams,North,SW,Huron St,Croke Dr,Huron St & Croke Dr {1110} (Stop No. 14432)
-104.807616,39.653197,133,Hampden Ave & S Winston St,W,,75,F,Aurora,80013,Arapahoe,East,NW,E Hampden Av,S Winston St,Hampden Ave & S Winston St (Stop No. 18392)
-104.909827,39.539113,403,Lincoln Ave & Dutch Creek St {1401},E,,75,H,Highlands Ranch,80130,Douglas,East,SE,Lincoln Ave,Dutchcreek Dr,Lincoln Ave & Dutch Creek St {1401} (Stop No. 25708)
-104.873195,39.535231,403,Park Meadows Dr & Lincoln Ave Farside {1401},S,,75,H,Lone Tree,80124,Douglas,East,SW,Park Meadows Dr,Lincoln Ave,Park Meadows Dr & Lincoln Ave Farside {1401} (Stop No. 25714)
-104.816275,39.652971,133,Hampden Ave & S Eagle St,E,B,90,F,Aurora,80014,Arapahoe,East,SE,E Hampden Av,S Eagle St,Hampden Ave & S Eagle St (Stop No. 18376)
-104.836876,39.675098,21,Iliff Ave & S Vaughn Way,W,"B, 15",114,E,Aurora,80014,Arapahoe,East,NW,E Iliff Av,S Vaughn Wy,Iliff Ave & S Vaughn Way (Stop No. 14552)
-104.927777,39.731009,10,9th Ave & Fairfax St,E,"P, B",75,A,Denver,80220,Denver,East,SE,E 9th Av,Fairfax St,9th Ave & Fairfax St (Stop No. 11907)
-105.116335,39.747374,20,W 20th Ave & Nelson St,E,,75,M,Lakewood,80215,Jefferson,West,SE,W 20th Av,Nelson St,W 20th Ave & Nelson St (Stop No. 10522)
-105.120158,39.74736,20,W 20th Ave & Owens Ct,E,,65,M,Lakewood,80215,Jefferson,West,SE,W 20th Av,Owens Ct,W 20th Ave & Owens Ct (Stop No. 10524)
-105.079981,39.863123,92,Vance St & W 92nd Ave,S,,125,J,Westminster,80021,Jefferson,North,SW,Vance St,W 92nd Av,Vance St & W 92nd Ave (Stop No. 23131)
-105.100293,39.806894,100,Garrison St & W 61st Ave,S,,75,L,Arvada,80004,Jefferson,West,SW,Garrison St,W 61st Av,Garrison St & W 61st Ave (Stop No. 24261)
-104.9969122,39.91173363,8,Huron St & W 119th Ave,S,,100,J,Westminster,80234,Adams,North,SW,Huron St,W 118th Av,Huron St & W 119th Ave (Stop No. 24273)
-105.021923,39.533321,402L,Highlands Ranch Pkwy & Westridge Pkwy,E,,75,H,Highlands Ranch,80129,Douglas,West,SE,Highlands Ranch Pkwy,Westridge Pkwy,Highlands Ranch Pkwy & Westridge Pkwy (Stop No. 24945)
-104.913016,39.695225,65,S Monaco Pkwy & Arizona Ave,S,B,10,A,Denver,80224,Denver,East,SW,S Monaco St,E Arizona Ave,S Monaco Pkwy & Arizona Ave (Stop No. 15516)
-105.1097,39.748271,100,Kipling St & W 20th Ave,S,B,200,M,Lakewood,80215,Jefferson,West,NW,Kipling St,W 20th Av,Kipling St & W 20th Ave (Stop No. 14801)
-104.961085,39.588935,"0L, 66, 67",Easter Ave & S University Blvd,W,"P, B",205,H,Centennial,80122,Arapahoe,West,NW,E Easter Ave,S University Blvd,Easter Ave & S University Blvd (Stop No. 13493)
-105.234859,40.008241,206,Eisenhower Dr & Harrison Dr,S,,125,O,Boulder,80303,Boulder,North,NW,Eisenhower Dr,Hancock Dr,Eisenhower Dr & Harrison Dr (Stop No. 13507)
-104.913017,39.667299,65,S Monaco Pkwy & Yale Ave,S,B,120,A,Denver,80222,Denver,East,SW,S Monaco St,E Yale Av,S Monaco Pkwy & Yale Ave (Stop No. 15570)
-104.87819,39.74753028,"105, 20",Montview Blvd & Clinton St,W,32,170,B,Aurora,80010,Adams,East,NW,Montview Blvd,Clinton St,Montview Blvd & Clinton St (Stop No. 15576)
-105.040279,39.928642,128,Midway Blvd & Perry St {1104},E,,75,I,Broomfield,80020,Broomfield,North,SE,Midway Blvd,Perry St,Midway Blvd & Perry St {1104} (Stop No. 23943)
-105.005484,39.938659,128,W 134th Ave & Osage St,E,,60,I,Westminster,80234,Adams,North,SE,W 134th Av,Osage St,W 134th Ave & Osage St (Stop No. 23944)
-104.973306,39.752214,"28, 12",Downing St & 24th Ave,N,,70,B,Denver,80205,Denver,East,NE,Downing St,E 24th Ave,Downing St & 24th Ave (Stop No. 20555)
-104.867293,39.656865,35,Girard Ave & S Havana St,E,,200,E,Denver,80231,Denver,East,SW,E Girard Av,S Havana St,Girard Ave & S Havana St (Stop No. 20570)
-104.948632,39.934642,39L,Cottonwood Lakes Blvd & Signal Creek Bd {1203},S,,80,K,Thornton,80241,Adams,North,SW,Cottonwood Lakes Blvd,E 133rd Ave,Cottonwood Lakes Blvd & Signal Creek Bd {1203} (Stop No. 24691)
-105.076253,39.747509,20,W 20th Ave & Teller St,E,P,120,M,Lakewood,80214,Jefferson,West,SE,W 20th Av,Teller St,W 20th Ave & Teller St (Stop No. 10534)
-105.052114,39.580812,77,W Ken Caryl Ave & S Platte Canyon Rd {1303},W,B,150,H,Columbine,80128,Arapahoe,West,NW,W Ken Caryl Av,S Platte Canyon Rd,W Ken Caryl Ave & S Platte Canyon Rd {1303} (Stop No. 14740)
-105.1160995,39.71616293,"GMFX, GS",Main Ave & 5th St {1304},W,,80,M,Lakewood,80225,Jefferson,West,N,W Main Av,6th St,Main Ave & 5th St {1304} (Stop No. 21997)
-105.21979,40.019686,"206, 208",Central Ave S & 57th Ct,E,,10,O,Boulder,80301,Boulder,North,SW,Central Ave S,57th Ct,Central Ave S & 57th Ct (Stop No. 12699)
-104.810068,39.678129,153,S Chambers Rd & Evans Ave,S,"B, 10, 11, 3, 4, PW",85,F,Aurora,80014,Arapahoe,East,SW,S Chambers Rd,E Evans Av,S Chambers Rd & Evans Ave (Stop No. 12706)
-104.983271,39.760244,44,Larimer St & 28th St,SW,,65,B,Denver,80205,Denver,East,W,Larimer St,28th St,Larimer St & 28th St (Stop No. 14943)
-104.9022646,39.65984185,46,S Tamarac Dr & Dartmouth Ave,SE,B,75,E,Denver,80231,Denver,East,SW,S Tamarac Dr,E Dartmouth Av,S Tamarac Dr & Dartmouth Ave (Stop No. 16161)
-104.903374,39.748034,73,Quebec St & Montview Blvd,N,,130,B,Denver,80207,Denver,East,NE,Quebec St,Montview Blvd,Quebec St & Montview Blvd (Stop No. 16174)
-104.987526,39.828341,8,Broadway & Bronco Rd,S,B,6,J,Sherrelwood,80221,Adams,North,NW,Broadway,Bronco Rd,Broadway & Bronco Rd (Stop No. 12487)
-105.02477,39.642183,51,W Oxford Ave & S Federal Blvd,S,,100,D,Sheridan,80110,Arapahoe,West,SW,W Oxford Av,S Federal Blvd,W Oxford Ave & S Federal Blvd (Stop No. 24889)
-105.1025759,40.15518461,"324, J, LX, BOLT, LD",S Main St & Ken Pratt Blvd {1103},S,B,90,I,Longmont,80501,Boulder,North,SW,S Main St,Delaware Av,S Main St & Ken Pratt Blvd {1103} (Stop No. 15165)
-105.124162,39.740272,16,W Colfax Ave & Quail St,W,B,105,M,Lakewood,80215,Jefferson,West,NW,W Colfax Av,Quail St,W Colfax Ave & Quail St (Stop No. 12961)
-104.865472,39.782227,42,47th Ave & Havana St,E,B,65,B,Denver,80239,Denver,East,SE,E 47th Av,Havana St,47th Ave & Havana St (Stop No. 11231)
-104.7644236,39.65829855,133,S Ceylon Way & Eldorado Pl,N,,90,F,Aurora,80013,Arapahoe,East,NE,S Ceylon Wy,Eldorado Pl,S Ceylon Way & Eldorado Pl (Stop No. 26398)
-104.914929,39.64873,"105, 35",Southmoor Station Gate D,N,,75,A,Denver,80237,Denver,East, ,S Monaco Pkwy,S Magnolia Way,Southmoor Station Gate D (Stop No. 26303)
-104.890056,39.709741,"3L, 3",8500 Block Alameda Ave,SE,,800,E,Denver,80247,Denver,East,,E Alameda Av,Fairmount Dr,8500 Block Alameda Ave (Stop No. 22668)
-104.969434,39.772126,44,Walnut St & 40th St,NE,B,75,B,Denver,80205,Denver,East,NE,Walnut St,40th St,Walnut St & 40th St (Stop No. 17120)
-105.216462,40.051086,205,Jay Rd & Spine Rd,W,,90,O,Gunbarrel,80301,Boulder,North,NW,Jay Rd,Spine Rd,Jay Rd & Spine Rd (Stop No. 19331)
-105.060532,39.791016,52,W 52nd Ave & Gray St,E,,5,C,Denver,80212,Denver,West,SW,W 52nd Av,Gray St,W 52nd Ave & Gray St (Stop No. 11379)
-105.057317,39.769263,38,W 38th Ave & Depew St,E,B,175,C,Wheat Ridge,80212,Jefferson,West,SE,W 38th Av,Depew St,W 38th Ave & Depew St (Stop No. 10980)
-105.253371,40.007074,"209, BOND",30th St & Colorado Ave,S,,90,O,Boulder,80303,Boulder,North,SW,30th St,Colorado Ave,30th St & Colorado Ave (Stop No. 10829)
-104.819502,39.73946,15L,Sable Blvd & Colfax Ave,S,B,200,F,Aurora,80011,Arapahoe,East,SW,Sable Blvd,E Colfax Av,Sable Blvd & Colfax Ave (Stop No. 16383)
-105.2617443,40.00014561,"225, 204, BOND",Baseline Rd & Broadway,E,P,475,O,Boulder,80305,Boulder,North,SE,Baseline Rd,Broadway,Baseline Rd & Broadway (Stop No. 12348)
-105.236953,40.000222,225,Baseline Rd & Mohawk Dr,W,"B, 31",90,O,Boulder,80303,Boulder,North,NW,Baseline Rd,Mohawk Dr,Baseline Rd & Mohawk Dr (Stop No. 12357)
-105.236847,39.999977,225,Baseline Rd & Mohawk Dr,E,,75,O,Boulder,80303,Boulder,North,SW,Baseline Rd,Mohawk Dr,Baseline Rd & Mohawk Dr (Stop No. 12358)
-105.115115,39.725671,100,W 6th Ave North Frontage Rd & Miller Ct,E,,50,M,Lakewood,80215,Jefferson,West,SW,W 6th Av Sr N,Miller Ct,W 6th Ave North Frontage Rd & Miller Ct (Stop No. 11618)
-105.109776,39.764603,100,Kipling St & W 34th Ave,S,B,65,M,Wheat Ridge,80033,Jefferson,West,SW,Kipling St,W 34th Av,Kipling St & W 34th Ave (Stop No. 14814)
-105.109479,39.778837,100,Kipling St & W 44th Ave,N,B,250,M,Wheat Ridge,80033,Jefferson,West,NE,Kipling St,W 44th Av,Kipling St & W 44th Ave (Stop No. 14820)
-105.1099271,39.82984698,100,Kipling St & W 73rd Pl,S,B,70,L,Arvada,80005,Jefferson,North,SW,Kipling St,W 73rd Pl,Kipling St & W 73rd Pl (Stop No. 14838)
-105.109766,39.833233,100,Kipling St & W 75th Way,N,B,95,L,Arvada,80005,Jefferson,North,NE,Kipling St,W 75th Wy,Kipling St & W 75th Way (Stop No. 14839)
-105.110221,39.604232,"99L, 59",S Kipling St & W Fair Dr,S,B,100,N,Littleton,80127,Jefferson,West,SW,S Kipling St,W Fair Dr,S Kipling St & W Fair Dr (Stop No. 14865)
-104.906363,39.78741,37,50th Ave & Pontiac St,E,,25,K,Commerce City,80022,Adams,North,SW,E 50th Av,Pontiac St,50th Ave & Pontiac St (Stop No. 11346)
-104.9051423,39.82516334,49,Poplar St & Poplar Ct,N,,90,K,Commerce City,80022,Adams,North,NE,Poplar St,Poplar Ct,Poplar St & Poplar Ct (Stop No. 33046)
-105.13775,39.809306,"52, 125",Ward Rd & W 62nd Ave,N,B,102,L,Arvada,80004,Jefferson,West,NE,Ward Rd,W 62nd Av,Ward Rd & W 62nd Ave (Stop No. 17128)
-105.072566,39.762139,32,W 32nd Ave & Pierce St,W,P,125,M,Wheat Ridge,80033,Jefferson,West,NW,W 32nd Av,Pierce St,W 32nd Ave & Pierce St (Stop No. 10906)
-105.025148,39.65029,29,S Federal Blvd & W Jefferson Ave,N,,50,D,Sheridan,80110,Arapahoe,West,SE,S Federal Blvd,W Jefferson Av,S Federal Blvd & W Jefferson Ave (Stop No. 13826)
-105.07766,39.661998,"30L, 30",W Dartmouth Ave & S Teller St,NW,B,70,D,Denver,80227,Denver,West,NW,W Dartmouth Av,S Teller St,W Dartmouth Ave & S Teller St (Stop No. 13319)
-104.966796,39.781527,48,Brighton Blvd & 47th Ave,S,,75,C,Denver,80216,Denver,West,SW,Brighton Blvd,E 47th Ave,Brighton Blvd & 47th Ave (Stop No. 21789)
-105.1989572,39.74111196,"16, 16L",South Golden Rd & Lunnonhaus Dr {1109},W,,175,L,Golden,80401,Jefferson,West,NW,S Golden Rd,Lunnonhaus Dr,South Golden Rd & Lunnonhaus Dr {1109} (Stop No. 15715)
-104.800122,39.740073,15,Colfax Ave & Laredo St,E,B,90,F,Aurora,80011,Arapahoe,East,SE,E Colfax Av,Laredo St,Colfax Ave & Laredo St (Stop No. 12924)
-105.009336,39.745423,"1, 20, 15L",Auraria Pkwy & 7th St,W,,40,A,Denver,80204,Denver,West,NE,Auraria Pkwy N,7th St,Auraria Pkwy & 7th St (Stop No. 25415)
-105.11739,39.690009,99L,S Kipling Pkwy & W Florida Ave {2010},SW,"B, 13",125,M,Lakewood,80232,Jefferson,West,SW,S Kipling Pkwy,W Florida Av,S Kipling Pkwy & W Florida Ave {2010} (Stop No. 19254)
-104.933058,39.795858,"49, 40",Dahlia St & 56th Ave,SE,,230,K,Commerce City,80022,Adams,North,SW,Dahlia St,E 56th Ave,Dahlia St & 56th Ave (Stop No. 19276)
-104.942336,39.790919,48,52nd Ave & Vasquez Blvd,E,,40,B,Denver,80216,Denver,East,SW,E 52nd Av,Vasquez Blvd W,52nd Ave & Vasquez Blvd (Stop No. 19278)
-104.9315135,39.67981427,46,S Dahlia St & Pacific Pl,N,,90,A,Denver,80222,Denver,East,NE,S Dahlia St,E Pacific Pl,S Dahlia St & Pacific Pl (Stop No. 26493)
-105.007707,39.596454,67,W Ridge Rd & S Windermere St,SE,,125,H,Littleton,80120,Arapahoe,West,W,W Ridge Rd,S Windermere St,W Ridge Rd & S Windermere St (Stop No. 16321)
-105.079785,39.618514,59,W Grant Ranch Blvd & S Saulsbury Way,E,,200,N,Denver,80123,Denver,West,SW,W Grant Ranch Blvd,Saulsbury Wy,W Grant Ranch Blvd & S Saulsbury Way (Stop No. 25002)
-104.979104,39.729124,6,8th Ave & Washington St,W,"B, 38",60,A,Denver,80203,Denver,East,NW,E 8th Av,Washington St,8th Ave & Washington St (Stop No. 11873)
-104.9394818,39.91377173,"93L, 120L",120th Ave & Colorado Blvd,E,13,75,K,Thornton,80233,Adams,North,SE,E 120th Ave,Colorado Blvd,120th Ave & Colorado Blvd (Stop No. 22715)
-105.088693,39.776677,44,W 44th Ave & Brentwood St,W,"B, P",50,M,Wheat Ridge,80033,Jefferson,West,NE,W 44th Av,Brentwood St,W 44th Ave & Brentwood St (Stop No. 11112)
-104.9893503,39.74316802,MALL,16th Street Mall & Tremont Pl,NW,,75,A,Denver,80202,Denver,West,NW,16th St,Tremont Pl,16th Street Mall & Tremont Pl (Stop No. 22364)
-104.9910857,39.74450747,MALL,16th Street Mall & Welton St,NW,,75,A,Denver,80202,Denver,West,NW,16th St,Welton St,16th Street Mall & Welton St (Stop No. 22366)
-105.128594,39.682009,21,W Jewell Ave & S Union Blvd {1304},E,"B, 13",75,M,Lakewood,80228,Jefferson,West,SE,W Jewell Av,S Union Blvd,W Jewell Ave & S Union Blvd {1304} (Stop No. 14689)
-105.025173,39.856776,31,Federal Blvd & W 88th Ave,S,B,150,J,Westminster,80031,Adams,North,NW,Federal Blvd,W 88th Av,Federal Blvd & W 88th Ave (Stop No. 13766)
-105.025257,39.63198,29,S Federal Blvd & W Union Ave,N,,125,D,Englewood,80110,Arapahoe,West,NE,S Federal Blvd,W Union Av,S Federal Blvd & W Union Ave (Stop No. 13851)
-105.153025,40.014587,JUMP,Arapahoe Rd & Marshallville Ditch Rd,E,,3000,O,Boulder,80303,Boulder,North,,Arapahoe Rd,Willow Creek Dr,Arapahoe Rd & Marshallville Ditch Rd (Stop No. 22442)
-104.945394,39.544537,402L,Highlands Ranch Pkwy & S University Blvd,W,,90,H,Highlands Ranch,80126,Douglas,West,NW,Highlands Ranch Pkwy,S University Blvd,Highlands Ranch Pkwy & S University Blvd (Stop No. 24960)
-104.8098456,39.7874651,"45, 121",Chambers Rd & 52nd Ave,S,,110,B,Denver,80239,Denver,East,SW,Chambers Rd,E 52nd Ave,Chambers Rd & 52nd Ave (Stop No. 25189)
-104.8417343,39.74045082,"15L, 15",Colfax Ave & Scranton St,W,13,1120,B,Aurora,80010,Adams,East,NW,E Colfax Av,Scranton St,Colfax Ave & Scranton St (Stop No. 12974)
-105.053529,39.74045,"16, 16L",W Colfax Ave & Sheridan Blvd,W,"TT, 39, SDB, P, B",100,M,Lakewood,80214,Jefferson,West,NW,W Colfax Av,Sheridan Blvd,W Colfax Ave & Sheridan Blvd (Stop No. 12977)
-105.0776665,39.74043956,16,W Colfax Ave & Teller St,W,B,250,M,Lakewood,80214,Jefferson,West,NW,W Colfax Av,Teller St,W Colfax Ave & Teller St (Stop No. 12988)
-105.0004755,39.7535859,FMR,Union Station Gate B22,SE,,75,C,Denver,80202,Denver,West,,Union Station,Gate 22,Union Station Gate B22 (Stop No. 34319)
-105.5257464,39.9535577,NB,Eldora Rd & Nederland High School Driveway,W,,5,O,Nederland,80466,Boulder,North,NW,Eldora Rd,Nederland Hs Driveway,Eldora Rd & Nederland High School Driveway (Stop No. 33359)
-105.0473391,39.7010646,4,Morrison Rd & W Ada Pl,W,,200,C,Denver,80219,Denver,West,NW,Morrison Rd,W Ada Pl,Morrison Rd & W Ada Pl (Stop No. 34464)
-104.760423,39.68222284,131,S Flanders Way & Jewell Ave {2nd Pass},S,,20,F,Aurora,80017,Arapahoe,East,NW,S Flanders Wy,E Jewell Ave,S Flanders Way & Jewell Ave {2nd Pass} (Stop No. 33404)
-104.866121,39.699857,105,S Havana St & Kentucky Ave,S,B,115,E,Aurora,80247,Arapahoe,East,SW,S Havana St,E Kentucky Av,S Havana St & Kentucky Ave (Stop No. 14275)
-105.174141,40.055499,205,Heatherwood Dr & Canterbury Dr,SW,,65,O,Gunbarrel,80301,Boulder,North,NW,Heatherwood Dr,Canterbury Dr,Heatherwood Dr & Canterbury Dr (Stop No. 14301)
-105.273491,40.014509,JUMP,Arapahoe Ave & 16th St,E,P,50,O,Boulder,80302,Boulder,North,SE,Arapahoe Ave,16th St,Arapahoe Ave & 16th St (Stop No. 12201)
-104.9588583,39.87140048,93L,York St & Thornton Pkwy {1203},N,,235,K,Thornton,80229,Adams,North,NE,York St,Thornton Pkwy,York St & Thornton Pkwy {1203} (Stop No. 23638)
-104.958839,39.874424,93L,York St & 98th Ave {1203},N,,75,K,Thornton,80229,Adams,North,NE,York St,E 98th Av,York St & 98th Ave {1203} (Stop No. 23640)
-104.9115504,39.77293721,34,Smith Rd & Magnolia St,E,,90,B,Denver,80207,Denver,East,SE,Smith Rd,Magnolia St,Smith Rd & Magnolia St (Stop No. 16612)
-105.180061,39.986883,DASH,South Boulder Rd & Barcelona Dr,W,P,175,O,Boulder,80303,Boulder,North,NW,S Boulder Rd,Barcelona Dr,South Boulder Rd & Barcelona Dr (Stop No. 17890)
-104.871393,39.652942,105,Hampden Ave & S Florence St,E,B,125,E,Denver,80014,Denver,East,SE,E Hampden Av,S Florence St,Hampden Ave & S Florence St (Stop No. 14147)
-105.2531375,40.02332362,BOLT,Boulder Junction at Depot Square Station Gate S4,E,,90,O,Boulder,80301,Boulder,North,NE,Pearl Pkwy,30th St,Boulder Junction at Depot Square Station Gate S4 (Stop No. 23022)
-105.014922,39.71127582,"3, 4",W Alameda Ave & S Yuma St,W,"B, 35, TT, SDB",200,C,Denver,80223,Denver,West,NW,W Alameda Av,S Yuma St,W Alameda Ave & S Yuma St (Stop No. 12118)
-105.0531056,39.82782189,51,Sheridan Blvd & W 72nd Ave,N,B,120,C,Westminster,80030,Adams,North,NE,Sheridan Blvd,W 72nd Av,Sheridan Blvd & W 72nd Ave (Stop No. 16499)
-105.053092,39.842258,51,Sheridan Blvd & W 80th Ave,N,B,156,J,Westminster,80031,Adams,North,NE,Sheridan Blvd,W 80th Av,Sheridan Blvd & W 80th Ave (Stop No. 16510)
-105.053336,39.845461,"51, 80",Sheridan Blvd & W 82nd Pl,S,B,100,J,Arvada,80003,Jefferson,North,SW,Sheridan Blvd,W 82nd Pl,Sheridan Blvd & W 82nd Pl (Stop No. 16514)
-105.053325,39.847478,80,8300 Block Sheridan Blvd,S,B,1056,J,Arvada,80003,Jefferson,North,,Sheridan Blvd,W 84th Av,8300 Block Sheridan Blvd (Stop No. 16516)
-105.053058,39.849885,"51, 80",Sheridan Blvd & W 84th Ave,N,"B, P",78,J,Westminster,80031,Adams,North,NE,Sheridan Blvd,W 84th Av,Sheridan Blvd & W 84th Ave (Stop No. 16518)
-104.95901,39.874389,93L,York St & 98th Ave {1203},S,,75,K,Thornton,80229,Adams,North,SW,York St,E 98th Av,York St & 98th Ave {1203} (Stop No. 23644)
-105.110251,39.727173,100,W 6th Ave North Frontage Rd & Kipling St,SW,B,110,M,Lakewood,80215,Jefferson,West,W,W 6th Av Sr N,Kipling St,W 6th Ave North Frontage Rd & Kipling St (Stop No. 11616)
-104.765732,39.745599,15,19th Ave & Ceylon St,W,B,150,B,Aurora,80011,Adams,East,NW,E 19th Ave,Ceylon St,19th Ave & Ceylon St (Stop No. 10355)
-105.272643,40.056164,204,19th St & Avocado Rd,N,,75,O,Boulder,80304,Boulder,North,NE,19th St,Avocado Rd,19th St & Avocado Rd (Stop No. 10365)
-105.27257,40.030053,204,19th St & Elder Ave,N,,5,O,Boulder,80304,Boulder,North,SE,19th St,Elder Ave,19th St & Elder Ave (Stop No. 10369)
-105.155877,39.569047,116X,Valley Pkwy & Mountain Pine Dr,NW,,50,N,Littleton,80127,Jefferson,West,NW,Valley Pkwy,Mountain Pine Dr,Valley Pkwy & Mountain Pine Dr (Stop No. 23588)
-105.145585,39.701937,GMFX,W Ohio Ave & S Zinnia Ct {1304},SE,,75,M,Lakewood,80228,Jefferson,West,S,W Ohio Av,S Zinnia Ct,W Ohio Ave & S Zinnia Ct {1304} (Stop No. 21778)
-105.0716562,39.90726365,120,Main St & W 116th Ave {1104},N,,90,J,Broomfield,80020,Broomfield,North,NE,Pierce St,W 116th Av,Main St & W 116th Ave {1104} (Stop No. 19557)
-104.984012,39.547231,402L,Highlands Ranch Pkwy & Longfellow Ln,W,,75,H,Highlands Ranch,80126,Douglas,West,NW,Highlands Ranch Pkwy,Longfellow Ln,Highlands Ranch Pkwy & Longfellow Ln (Stop No. 24965)
